Datetime (UTC),Country,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source
2022-07-05,Lithuania,LT,132.65,181.64,81.54,62.53,entsoe.eu
2022-07-06,Lithuania,LT,156.42,206.23,79.8,59.51,entsoe.eu
2022-07-07,Lithuania,LT,133.07,179.22,82.98,61.72,entsoe.eu
2022-07-08,Lithuania,LT,135.98,181.6,82.45,60.74,entsoe.eu
2022-07-09,Lithuania,LT,121.84,166.09,84.34,65.72,entsoe.eu
2022-07-10,Lithuania,LT,179.86,229.63,78.6,60.99,entsoe.eu
2022-07-11,Lithuania,LT,162.05,210.42,82.84,66.06,entsoe.eu
2022-07-12,Lithuania,LT,98.82,138.34,86.93,70.68,entsoe.eu
2022-07-13,Lithuania,LT,160.8,207.53,80.81,65.41,entsoe.eu
2022-07-14,Lithuania,LT,86.54,128.36,86.46,73.33,entsoe.eu
2022-07-15,Lithuania,LT,99.43,144.86,84.51,69.89,entsoe.eu
2022-07-16,Lithuania,LT,158.44,211.13,80.21,65.91,entsoe.eu
2022-07-17,Lithuania,LT,109.35,154.92,85.18,66.66,entsoe.eu
2022-07-18,Lithuania,LT,96.07,141.82,85.5,66.39,entsoe.eu
2022-07-19,Lithuania,LT,126.83,179.65,79.65,61.64,entsoe.eu
2022-07-20,Lithuania,LT,135.77,190.52,81.85,66.46,entsoe.eu
2022-07-21,Lithuania,LT,186.32,257.34,65.25,52.07,Electricity Maps Estimation; entsoe.eu
2022-07-22,Lithuania,LT,139.59,198.01,73.36,56.56,entsoe.eu
2022-07-23,Lithuania,LT,127.58,175.33,82.67,61.62,entsoe.eu
2022-07-24,Lithuania,LT,115.21,161.8,83.82,62.96,entsoe.eu
2022-07-25,Lithuania,LT,127.52,176.04,83.38,64.22,entsoe.eu
2022-07-26,Lithuania,LT,104.76,149.61,86.8,71.08,entsoe.eu
2022-07-27,Lithuania,LT,86.52,132.97,85.15,66.0,entsoe.eu
2022-07-28,Lithuania,LT,115.48,164.21,83.18,63.0,entsoe.eu
2022-07-29,Lithuania,LT,94.42,141.89,85.89,63.23,entsoe.eu
2022-07-30,Lithuania,LT,95.21,145.0,83.16,60.98,entsoe.eu
2022-07-31,Lithuania,LT,86.86,132.33,85.43,63.22,entsoe.eu
2022-08-01,Lithuania,LT,138.13,185.56,83.64,62.64,entsoe.eu
2022-08-02,Lithuania,LT,151.81,201.36,81.11,59.75,entsoe.eu
2022-08-03,Lithuania,LT,120.54,168.84,84.23,64.47,entsoe.eu
2022-08-04,Lithuania,LT,150.05,198.46,82.5,61.95,entsoe.eu
2022-08-05,Lithuania,LT,133.77,179.43,84.37,63.93,entsoe.eu
2022-08-06,Lithuania,LT,76.61,119.78,87.63,67.99,entsoe.eu
2022-08-07,Lithuania,LT,107.35,154.91,84.01,59.38,entsoe.eu
2022-08-08,Lithuania,LT,211.1,264.87,79.7,58.97,entsoe.eu
2022-08-09,Lithuania,LT,176.56,232.63,79.07,55.45,entsoe.eu
2022-08-10,Lithuania,LT,166.21,218.42,80.63,58.97,entsoe.eu
2022-08-11,Lithuania,LT,204.16,260.23,77.79,60.03,entsoe.eu
2022-08-12,Lithuania,LT,216.82,275.15,76.18,57.22,entsoe.eu
2022-08-13,Lithuania,LT,167.89,220.59,78.75,58.77,entsoe.eu
2022-08-14,Lithuania,LT,174.85,226.83,79.09,60.32,entsoe.eu
2022-08-15,Lithuania,LT,159.21,209.04,83.35,67.4,entsoe.eu
2022-08-16,Lithuania,LT,220.49,275.88,79.1,64.15,entsoe.eu
2022-08-17,Lithuania,LT,234.39,301.12,66.86,49.31,entsoe.eu
2022-08-18,Lithuania,LT,231.21,291.05,72.46,56.15,entsoe.eu
2022-08-19,Lithuania,LT,150.63,201.25,76.89,59.42,entsoe.eu
2022-08-20,Lithuania,LT,108.35,156.19,80.76,59.95,entsoe.eu
2022-08-21,Lithuania,LT,144.72,197.6,75.25,53.98,entsoe.eu
2022-08-22,Lithuania,LT,163.33,227.87,65.37,48.58,entsoe.eu
2022-08-23,Lithuania,LT,167.38,232.01,67.67,50.93,entsoe.eu
2022-08-24,Lithuania,LT,163.39,229.56,67.51,50.62,entsoe.eu
2022-08-25,Lithuania,LT,170.42,231.76,68.14,51.43,entsoe.eu
2022-08-26,Lithuania,LT,189.71,259.35,60.45,44.77,entsoe.eu
2022-08-27,Lithuania,LT,160.12,215.27,73.51,54.56,entsoe.eu
2022-08-28,Lithuania,LT,183.85,236.27,73.98,54.91,entsoe.eu
2022-08-29,Lithuania,LT,203.18,265.43,62.04,47.39,entsoe.eu
2022-08-30,Lithuania,LT,183.66,249.05,62.92,48.84,Electricity Maps Estimation; entsoe.eu
2022-08-31,Lithuania,LT,161.42,222.78,68.92,52.38,entsoe.eu
2022-09-01,Lithuania,LT,153.12,214.17,71.24,54.06,entsoe.eu
2022-09-02,Lithuania,LT,161.84,221.71,73.21,54.33,entsoe.eu
2022-09-03,Lithuania,LT,134.94,185.54,79.82,56.97,entsoe.eu
2022-09-04,Lithuania,LT,131.39,182.07,80.05,59.53,entsoe.eu
2022-09-05,Lithuania,LT,191.3,248.32,75.93,62.14,entsoe.eu
2022-09-06,Lithuania,LT,181.82,243.14,75.13,60.0,entsoe.eu
2022-09-07,Lithuania,LT,136.5,190.27,82.51,67.68,entsoe.eu
2022-09-08,Lithuania,LT,133.48,180.92,82.7,70.49,entsoe.eu
2022-09-09,Lithuania,LT,102.16,142.69,86.63,72.3,entsoe.eu
2022-09-10,Lithuania,LT,134.04,185.85,80.9,61.87,entsoe.eu
2022-09-11,Lithuania,LT,125.51,178.23,79.9,61.0,entsoe.eu
2022-09-12,Lithuania,LT,175.23,237.46,78.2,62.12,entsoe.eu
2022-09-13,Lithuania,LT,125.71,179.39,80.02,66.15,entsoe.eu
2022-09-14,Lithuania,LT,103.73,154.0,82.44,67.55,entsoe.eu
2022-09-15,Lithuania,LT,84.93,130.41,87.15,72.41,entsoe.eu
2022-09-16,Lithuania,LT,82.02,121.46,91.86,78.01,entsoe.eu
2022-09-17,Lithuania,LT,98.62,141.71,86.74,67.36,entsoe.eu
2022-09-18,Lithuania,LT,196.38,248.81,78.14,58.23,entsoe.eu
2022-09-19,Lithuania,LT,115.05,159.04,86.43,68.63,entsoe.eu
2022-09-20,Lithuania,LT,159.72,214.55,78.89,61.3,entsoe.eu
2022-09-21,Lithuania,LT,168.84,224.54,75.78,56.39,entsoe.eu
2022-09-22,Lithuania,LT,180.56,237.77,73.92,56.38,entsoe.eu
2022-09-23,Lithuania,LT,177.64,231.07,79.03,58.3,entsoe.eu
2022-09-24,Lithuania,LT,136.47,188.26,80.86,57.83,entsoe.eu
2022-09-25,Lithuania,LT,155.16,209.33,78.8,58.01,entsoe.eu
2022-09-26,Lithuania,LT,127.38,174.04,84.62,67.62,entsoe.eu
2022-09-27,Lithuania,LT,102.72,146.59,86.7,70.39,entsoe.eu
2022-09-28,Lithuania,LT,111.04,156.22,85.27,70.29,entsoe.eu
2022-09-29,Lithuania,LT,131.39,182.39,84.01,67.0,entsoe.eu
2022-09-30,Lithuania,LT,212.53,269.29,77.82,60.13,entsoe.eu
2022-10-01,Lithuania,LT,153.51,201.86,82.38,63.7,entsoe.eu
2022-10-02,Lithuania,LT,229.23,280.33,75.91,65.16,entsoe.eu
2022-10-03,Lithuania,LT,139.55,181.2,85.47,73.05,entsoe.eu
2022-10-04,Lithuania,LT,128.13,168.01,86.94,73.42,entsoe.eu
2022-10-05,Lithuania,LT,120.43,158.25,88.24,74.31,entsoe.eu
2022-10-06,Lithuania,LT,73.48,106.04,89.64,79.1,entsoe.eu
2022-10-07,Lithuania,LT,76.58,111.9,89.05,76.97,entsoe.eu
2022-10-08,Lithuania,LT,94.83,134.95,84.65,67.25,entsoe.eu
2022-10-09,Lithuania,LT,108.9,151.36,83.47,64.25,entsoe.eu
2022-10-10,Lithuania,LT,102.66,143.39,85.62,71.51,entsoe.eu
2022-10-11,Lithuania,LT,95.01,133.0,86.04,71.67,entsoe.eu
2022-10-12,Lithuania,LT,133.78,181.49,81.19,63.0,entsoe.eu
2022-10-13,Lithuania,LT,136.94,185.78,80.68,61.87,entsoe.eu
2022-10-14,Lithuania,LT,126.97,174.79,82.18,62.57,entsoe.eu
2022-10-15,Lithuania,LT,91.9,134.14,85.92,64.79,entsoe.eu
2022-10-16,Lithuania,LT,106.48,149.05,83.52,65.88,entsoe.eu
2022-10-17,Lithuania,LT,168.47,218.8,78.78,66.36,entsoe.eu
2022-10-18,Lithuania,LT,175.72,231.69,73.08,63.24,entsoe.eu
2022-10-19,Lithuania,LT,183.79,245.2,68.42,57.57,entsoe.eu
2022-10-20,Lithuania,LT,284.97,342.13,69.93,57.95,entsoe.eu
2022-10-21,Lithuania,LT,299.12,355.09,70.57,59.41,entsoe.eu
2022-10-22,Lithuania,LT,151.93,201.08,81.77,60.49,entsoe.eu
2022-10-23,Lithuania,LT,197.58,250.25,77.88,57.34,entsoe.eu
2022-10-24,Lithuania,LT,240.98,296.38,73.9,59.49,entsoe.eu
2022-10-25,Lithuania,LT,195.32,244.54,77.18,60.53,entsoe.eu
2022-10-26,Lithuania,LT,218.45,270.69,77.72,61.99,entsoe.eu
2022-10-27,Lithuania,LT,232.26,287.28,75.39,59.16,entsoe.eu
2022-10-28,Lithuania,LT,159.56,209.2,80.73,62.51,entsoe.eu
2022-10-29,Lithuania,LT,66.63,104.47,88.01,71.68,entsoe.eu
2022-10-30,Lithuania,LT,94.26,138.96,85.03,64.74,entsoe.eu
2022-10-31,Lithuania,LT,193.13,249.77,75.72,55.91,entsoe.eu
2022-11-01,Lithuania,LT,275.21,335.73,70.29,52.99,entsoe.eu
2022-11-02,Lithuania,LT,178.37,237.0,75.06,56.97,entsoe.eu
2022-11-03,Lithuania,LT,193.88,252.19,72.56,55.78,entsoe.eu
2022-11-04,Lithuania,LT,117.0,162.62,84.32,69.1,entsoe.eu
2022-11-05,Lithuania,LT,68.57,110.9,87.55,69.63,entsoe.eu
2022-11-06,Lithuania,LT,135.22,182.98,81.33,64.68,entsoe.eu
2022-11-07,Lithuania,LT,351.64,416.66,59.6,55.63,entsoe.eu
2022-11-08,Lithuania,LT,301.98,367.31,59.72,54.85,entsoe.eu
2022-11-09,Lithuania,LT,310.63,379.4,57.38,51.41,entsoe.eu
2022-11-10,Lithuania,LT,290.0,361.52,54.09,47.27,entsoe.eu
2022-11-11,Lithuania,LT,241.59,302.73,63.06,57.28,entsoe.eu
2022-11-12,Lithuania,LT,327.84,400.51,52.74,45.47,entsoe.eu
2022-11-13,Lithuania,LT,314.49,389.92,52.67,38.91,entsoe.eu
2022-11-14,Lithuania,LT,139.92,198.43,75.34,57.73,entsoe.eu
2022-11-15,Lithuania,LT,137.67,195.73,71.53,54.9,entsoe.eu
2022-11-16,Lithuania,LT,233.4,285.54,74.84,64.04,entsoe.eu
2022-11-17,Lithuania,LT,231.12,287.43,72.75,61.56,entsoe.eu
2022-11-18,Lithuania,LT,228.14,284.93,72.73,59.93,entsoe.eu
2022-11-19,Lithuania,LT,273.46,338.03,66.52,51.59,entsoe.eu
2022-11-20,Lithuania,LT,292.46,356.49,66.42,52.55,entsoe.eu
2022-11-21,Lithuania,LT,237.24,302.64,68.66,56.68,entsoe.eu
2022-11-22,Lithuania,LT,294.01,362.8,63.82,51.81,entsoe.eu
2022-11-23,Lithuania,LT,311.8,382.76,60.1,47.49,entsoe.eu
2022-11-24,Lithuania,LT,298.3,371.54,60.78,46.14,entsoe.eu
2022-11-25,Lithuania,LT,288.06,365.03,56.57,42.39,entsoe.eu
2022-11-26,Lithuania,LT,318.07,392.6,61.02,43.71,entsoe.eu
2022-11-27,Lithuania,LT,301.8,373.44,62.28,45.2,entsoe.eu
2022-11-28,Lithuania,LT,195.82,267.13,63.27,52.03,entsoe.eu
2022-11-29,Lithuania,LT,210.43,286.17,58.51,47.73,entsoe.eu
2022-11-30,Lithuania,LT,225.26,302.5,58.07,46.01,entsoe.eu
2022-12-01,Lithuania,LT,233.68,312.42,55.74,44.09,entsoe.eu
2022-12-02,Lithuania,LT,203.92,283.14,58.66,45.09,entsoe.eu
2022-12-03,Lithuania,LT,267.73,340.98,64.71,50.63,entsoe.eu
2022-12-04,Lithuania,LT,271.72,341.78,68.07,56.08,entsoe.eu
2022-12-05,Lithuania,LT,226.52,304.27,56.73,46.7,entsoe.eu
2022-12-06,Lithuania,LT,240.83,321.0,54.33,44.19,entsoe.eu
2022-12-07,Lithuania,LT,322.26,404.52,50.48,41.46,entsoe.eu
2022-12-08,Lithuania,LT,297.67,379.65,47.02,40.92,entsoe.eu
2022-12-09,Lithuania,LT,298.33,381.57,51.11,42.83,entsoe.eu
2022-12-10,Lithuania,LT,427.65,523.14,30.17,25.21,entsoe.eu
2022-12-11,Lithuania,LT,418.47,510.73,33.27,28.27,entsoe.eu
2022-12-12,Lithuania,LT,323.2,405.17,41.13,36.84,entsoe.eu
2022-12-13,Lithuania,LT,287.42,366.94,49.25,45.8,entsoe.eu
2022-12-14,Lithuania,LT,304.85,387.95,47.3,45.25,Electricity Maps Estimation; entsoe.eu
2022-12-15,Lithuania,LT,308.42,394.09,45.29,39.8,entsoe.eu
2022-12-16,Lithuania,LT,350.31,440.33,39.46,34.52,entsoe.eu
2022-12-17,Lithuania,LT,259.04,335.97,54.38,43.11,entsoe.eu
2022-12-18,Lithuania,LT,142.78,204.05,70.64,58.07,entsoe.eu
2022-12-19,Lithuania,LT,181.22,242.12,69.81,59.51,entsoe.eu
2022-12-20,Lithuania,LT,192.03,256.5,66.33,55.47,entsoe.eu
2022-12-21,Lithuania,LT,233.9,291.02,73.06,60.12,entsoe.eu
2022-12-22,Lithuania,LT,176.58,237.63,70.36,56.28,entsoe.eu
2022-12-23,Lithuania,LT,235.25,303.17,64.07,51.78,entsoe.eu
2022-12-24,Lithuania,LT,282.88,359.26,59.72,44.69,entsoe.eu
2022-12-25,Lithuania,LT,166.43,233.82,71.0,53.06,entsoe.eu
2022-12-26,Lithuania,LT,135.02,191.27,74.7,60.07,entsoe.eu
2022-12-27,Lithuania,LT,172.33,225.89,75.7,67.55,entsoe.eu
2022-12-28,Lithuania,LT,220.99,279.22,76.24,71.74,entsoe.eu
2022-12-29,Lithuania,LT,148.13,202.82,78.54,72.58,entsoe.eu
2022-12-30,Lithuania,LT,111.6,163.71,81.71,76.57,entsoe.eu
2022-12-31,Lithuania,LT,113.83,164.2,79.24,71.21,entsoe.eu
2023-01-01,Lithuania,LT,116.24,164.78,80.89,72.89,entsoe.eu
2023-01-02,Lithuania,LT,116.26,160.05,83.39,69.97,entsoe.eu
2023-01-03,Lithuania,LT,64.3,100.16,90.79,81.91,entsoe.eu
2023-01-04,Lithuania,LT,89.56,134.06,85.74,79.64,entsoe.eu
2023-01-05,Lithuania,LT,72.5,111.71,87.21,79.49,entsoe.eu
2023-01-06,Lithuania,LT,75.3,122.53,82.98,73.86,entsoe.eu
2023-01-07,Lithuania,LT,82.45,131.58,82.77,69.54,entsoe.eu
2023-01-08,Lithuania,LT,110.01,161.5,76.08,68.43,entsoe.eu
2023-01-09,Lithuania,LT,113.56,157.3,80.45,68.1,entsoe.eu
2023-01-10,Lithuania,LT,115.81,164.17,78.61,66.51,entsoe.eu
2023-01-11,Lithuania,LT,108.43,152.97,80.9,72.61,entsoe.eu
2023-01-12,Lithuania,LT,89.64,136.5,80.61,71.21,entsoe.eu
2023-01-13,Lithuania,LT,84.81,127.78,83.9,77.46,entsoe.eu
2023-01-14,Lithuania,LT,63.27,105.52,87.47,84.49,entsoe.eu
2023-01-15,Lithuania,LT,81.08,126.52,83.28,81.22,entsoe.eu
2023-01-16,Lithuania,LT,99.2,144.12,79.47,71.37,entsoe.eu
2023-01-17,Lithuania,LT,75.92,120.39,82.95,72.27,entsoe.eu
2023-01-18,Lithuania,LT,116.85,160.42,78.56,67.78,entsoe.eu
2023-01-19,Lithuania,LT,112.67,156.32,79.83,68.59,entsoe.eu
2023-01-20,Lithuania,LT,196.67,256.16,60.64,54.5,entsoe.eu
2023-01-21,Lithuania,LT,78.33,125.18,81.55,73.37,entsoe.eu
2023-01-22,Lithuania,LT,103.82,157.2,76.33,65.62,entsoe.eu
2023-01-23,Lithuania,LT,196.89,260.94,58.3,52.33,entsoe.eu
2023-01-24,Lithuania,LT,135.25,192.43,70.12,60.95,entsoe.eu
2023-01-25,Lithuania,LT,110.2,156.87,77.76,67.95,entsoe.eu
2023-01-26,Lithuania,LT,121.92,165.82,78.82,68.78,entsoe.eu
2023-01-27,Lithuania,LT,172.63,239.75,59.58,53.69,entsoe.eu
2023-01-28,Lithuania,LT,80.73,130.2,81.31,68.52,entsoe.eu
2023-01-29,Lithuania,LT,61.9,106.55,84.93,74.84,entsoe.eu
2023-01-30,Lithuania,LT,77.23,117.64,83.86,75.56,entsoe.eu
2023-01-31,Lithuania,LT,79.93,124.27,83.11,73.98,entsoe.eu
2023-02-01,Lithuania,LT,110.14,153.02,82.99,73.98,entsoe.eu
2023-02-02,Lithuania,LT,123.84,178.72,75.05,64.27,entsoe.eu
2023-02-03,Lithuania,LT,122.47,186.35,71.51,61.12,entsoe.eu
2023-02-04,Lithuania,LT,127.27,187.48,72.01,62.11,entsoe.eu
2023-02-05,Lithuania,LT,137.91,202.28,68.57,56.28,entsoe.eu
2023-02-06,Lithuania,LT,168.58,235.18,62.5,53.51,entsoe.eu
2023-02-07,Lithuania,LT,146.43,208.12,67.34,55.81,entsoe.eu
2023-02-08,Lithuania,LT,119.58,175.9,72.85,62.65,entsoe.eu
2023-02-09,Lithuania,LT,85.79,133.82,79.83,69.32,entsoe.eu
2023-02-10,Lithuania,LT,94.56,136.31,81.47,72.27,entsoe.eu
2023-02-11,Lithuania,LT,76.45,125.3,80.66,69.82,entsoe.eu
2023-02-12,Lithuania,LT,79.36,129.79,80.81,66.74,entsoe.eu
2023-02-13,Lithuania,LT,99.46,148.2,78.88,66.16,entsoe.eu
2023-02-14,Lithuania,LT,169.36,227.55,66.19,57.67,entsoe.eu
2023-02-15,Lithuania,LT,142.23,204.59,68.34,56.06,entsoe.eu
2023-02-16,Lithuania,LT,131.11,176.0,80.11,65.64,entsoe.eu
2023-02-17,Lithuania,LT,97.06,141.88,82.97,71.11,entsoe.eu
2023-02-18,Lithuania,LT,53.9,95.95,87.79,77.73,entsoe.eu
2023-02-19,Lithuania,LT,51.15,94.81,87.57,76.16,entsoe.eu
2023-02-20,Lithuania,LT,76.09,117.5,86.14,78.24,entsoe.eu
2023-02-21,Lithuania,LT,127.84,174.78,78.72,69.88,entsoe.eu
2023-02-22,Lithuania,LT,134.78,199.26,70.29,57.45,entsoe.eu
2023-02-23,Lithuania,LT,120.89,177.38,73.35,62.13,entsoe.eu
2023-02-24,Lithuania,LT,129.2,183.97,73.62,60.74,entsoe.eu
2023-02-25,Lithuania,LT,129.67,181.59,77.94,66.16,entsoe.eu
2023-02-26,Lithuania,LT,99.56,154.21,78.27,65.09,entsoe.eu
2023-02-27,Lithuania,LT,170.89,233.33,64.85,54.43,entsoe.eu
2023-02-28,Lithuania,LT,153.44,214.04,65.6,57.64,entsoe.eu
2023-03-01,Lithuania,LT,158.34,220.02,65.34,53.5,entsoe.eu
2023-03-02,Lithuania,LT,153.18,206.3,68.87,59.24,entsoe.eu
2023-03-03,Lithuania,LT,115.71,163.53,75.88,66.84,entsoe.eu
2023-03-04,Lithuania,LT,66.51,109.54,85.34,76.61,entsoe.eu
2023-03-05,Lithuania,LT,117.41,174.26,75.75,67.15,entsoe.eu
2023-03-06,Lithuania,LT,167.0,231.21,64.3,58.11,entsoe.eu
2023-03-07,Lithuania,LT,123.24,170.7,82.92,77.08,entsoe.eu
2023-03-08,Lithuania,LT,120.22,171.05,73.42,68.33,entsoe.eu
2023-03-09,Lithuania,LT,169.91,232.88,68.35,58.55,entsoe.eu
2023-03-10,Lithuania,LT,157.15,216.64,68.51,60.97,entsoe.eu
2023-03-11,Lithuania,LT,166.6,222.43,75.2,64.34,entsoe.eu
2023-03-12,Lithuania,LT,97.89,151.36,79.83,69.47,entsoe.eu
2023-03-13,Lithuania,LT,90.09,135.78,83.78,77.66,entsoe.eu
2023-03-14,Lithuania,LT,94.63,136.8,85.21,77.13,entsoe.eu
2023-03-15,Lithuania,LT,77.2,122.61,84.79,72.77,entsoe.eu
2023-03-16,Lithuania,LT,99.07,147.66,81.65,68.09,entsoe.eu
2023-03-17,Lithuania,LT,80.99,125.22,83.69,73.52,entsoe.eu
2023-03-18,Lithuania,LT,86.24,130.57,79.65,74.17,entsoe.eu; Electricity Maps Estimation
2023-03-19,Lithuania,LT,82.22,128.46,82.0,71.88,entsoe.eu
2023-03-20,Lithuania,LT,96.03,144.3,79.14,68.06,entsoe.eu
2023-03-21,Lithuania,LT,107.98,152.31,79.58,68.39,entsoe.eu
2023-03-22,Lithuania,LT,44.52,84.05,89.62,80.34,entsoe.eu
2023-03-23,Lithuania,LT,58.47,96.22,87.87,81.76,entsoe.eu
2023-03-24,Lithuania,LT,46.94,79.15,93.36,89.27,entsoe.eu
2023-03-25,Lithuania,LT,81.1,120.06,90.03,86.51,entsoe.eu
2023-03-26,Lithuania,LT,47.3,81.84,93.63,85.12,entsoe.eu
2023-03-27,Lithuania,LT,44.29,75.65,93.17,86.52,entsoe.eu
2023-03-28,Lithuania,LT,66.83,99.64,88.57,84.08,entsoe.eu
2023-03-29,Lithuania,LT,72.95,104.75,88.67,84.68,entsoe.eu
2023-03-30,Lithuania,LT,45.58,80.14,91.93,84.33,entsoe.eu
2023-03-31,Lithuania,LT,61.25,93.86,89.71,80.92,entsoe.eu
2023-04-01,Lithuania,LT,32.83,65.62,92.86,87.93,entsoe.eu
2023-04-02,Lithuania,LT,56.91,90.55,89.07,87.41,entsoe.eu
2023-04-03,Lithuania,LT,69.8,105.28,88.43,84.56,entsoe.eu
2023-04-04,Lithuania,LT,81.74,117.78,87.04,78.75,entsoe.eu
2023-04-05,Lithuania,LT,67.22,107.85,85.94,74.33,entsoe.eu
2023-04-06,Lithuania,LT,61.87,98.57,87.86,77.64,entsoe.eu
2023-04-07,Lithuania,LT,42.51,78.39,90.26,81.41,entsoe.eu
2023-04-08,Lithuania,LT,27.78,62.37,93.55,81.39,entsoe.eu
2023-04-09,Lithuania,LT,30.95,66.61,93.11,85.79,entsoe.eu
2023-04-10,Lithuania,LT,71.85,113.13,89.21,84.37,entsoe.eu
2023-04-11,Lithuania,LT,39.29,74.09,92.47,86.45,entsoe.eu
2023-04-12,Lithuania,LT,42.04,76.77,91.45,82.24,entsoe.eu
2023-04-13,Lithuania,LT,67.97,105.69,85.87,79.04,entsoe.eu
2023-04-14,Lithuania,LT,52.92,86.0,89.85,84.33,entsoe.eu
2023-04-15,Lithuania,LT,37.42,70.2,91.91,87.47,entsoe.eu
2023-04-16,Lithuania,LT,39.34,74.13,92.55,81.74,entsoe.eu
2023-04-17,Lithuania,LT,97.17,131.46,88.73,81.67,entsoe.eu
2023-04-18,Lithuania,LT,35.32,69.78,93.32,85.84,entsoe.eu
2023-04-19,Lithuania,LT,14.7,45.66,96.77,92.82,entsoe.eu
2023-04-20,Lithuania,LT,26.04,58.64,96.0,86.62,entsoe.eu
2023-04-21,Lithuania,LT,54.9,93.99,89.49,80.11,entsoe.eu
2023-04-22,Lithuania,LT,152.17,221.02,62.5,54.03,entsoe.eu
2023-04-23,Lithuania,LT,56.45,95.68,89.76,79.28,entsoe.eu
2023-04-24,Lithuania,LT,51.23,83.67,93.76,82.98,entsoe.eu
2023-04-25,Lithuania,LT,58.23,99.7,89.0,76.55,entsoe.eu
2023-04-26,Lithuania,LT,57.35,99.56,88.84,81.67,entsoe.eu
2023-04-27,Lithuania,LT,39.38,82.01,91.29,82.46,entsoe.eu
2023-04-28,Lithuania,LT,48.06,93.06,90.05,76.87,entsoe.eu
2023-04-29,Lithuania,LT,50.61,94.76,89.05,78.2,entsoe.eu
2023-04-30,Lithuania,LT,54.84,98.84,89.25,78.42,entsoe.eu
2023-05-01,Lithuania,LT,50.29,90.84,90.25,79.86,entsoe.eu
2023-05-02,Lithuania,LT,60.82,95.85,91.09,78.62,entsoe.eu
2023-05-03,Lithuania,LT,67.2,108.24,88.52,73.38,entsoe.eu
2023-05-04,Lithuania,LT,71.92,120.21,86.18,70.05,entsoe.eu
2023-05-05,Lithuania,LT,51.7,98.27,89.54,79.42,entsoe.eu
2023-05-06,Lithuania,LT,47.39,92.52,88.9,75.96,entsoe.eu
2023-05-07,Lithuania,LT,88.79,140.87,83.54,70.31,entsoe.eu
2023-05-08,Lithuania,LT,76.63,118.07,88.04,72.61,entsoe.eu
2023-05-09,Lithuania,LT,64.87,104.79,89.06,75.52,entsoe.eu
2023-05-10,Lithuania,LT,47.91,84.79,92.57,78.17,entsoe.eu
2023-05-11,Lithuania,LT,51.58,91.26,91.35,75.17,entsoe.eu
2023-05-12,Lithuania,LT,65.66,106.54,89.93,72.54,entsoe.eu
2023-05-13,Lithuania,LT,76.15,118.59,87.22,69.78,entsoe.eu
2023-05-14,Lithuania,LT,80.5,122.35,86.74,71.95,entsoe.eu
2023-05-15,Lithuania,LT,81.67,121.65,85.86,72.68,entsoe.eu
2023-05-16,Lithuania,LT,83.66,126.51,83.78,69.88,entsoe.eu
2023-05-17,Lithuania,LT,93.86,142.02,79.72,66.79,entsoe.eu
2023-05-18,Lithuania,LT,118.87,175.86,75.75,58.37,entsoe.eu
2023-05-19,Lithuania,LT,101.21,157.68,77.73,60.05,entsoe.eu
2023-05-20,Lithuania,LT,112.63,169.65,75.9,60.5,entsoe.eu
2023-05-21,Lithuania,LT,116.68,177.0,75.1,59.61,entsoe.eu
2023-05-22,Lithuania,LT,115.67,171.77,75.73,59.16,entsoe.eu
2023-05-23,Lithuania,LT,101.92,158.83,76.78,57.83,entsoe.eu
2023-05-24,Lithuania,LT,99.97,154.62,78.3,60.23,entsoe.eu
2023-05-25,Lithuania,LT,70.0,119.6,83.79,66.63,entsoe.eu
2023-05-26,Lithuania,LT,75.89,124.96,82.64,68.71,entsoe.eu
2023-05-27,Lithuania,LT,107.98,157.82,80.36,68.05,entsoe.eu
2023-05-28,Lithuania,LT,88.63,136.51,84.26,73.15,entsoe.eu
2023-05-29,Lithuania,LT,118.8,166.26,82.04,70.34,entsoe.eu
2023-05-30,Lithuania,LT,70.62,108.81,88.88,76.18,entsoe.eu
2023-05-31,Lithuania,LT,67.56,113.5,85.49,74.04,entsoe.eu; Electricity Maps Estimation
2023-06-01,Lithuania,LT,95.73,143.63,82.16,68.82,entsoe.eu
2023-06-02,Lithuania,LT,88.76,132.44,83.61,71.26,entsoe.eu
2023-06-03,Lithuania,LT,86.32,136.99,81.96,68.01,entsoe.eu
2023-06-04,Lithuania,LT,101.55,152.82,80.65,66.83,entsoe.eu
2023-06-05,Lithuania,LT,163.55,210.86,77.21,60.69,entsoe.eu
2023-06-06,Lithuania,LT,172.67,226.12,71.29,55.34,entsoe.eu
2023-06-07,Lithuania,LT,163.06,223.13,67.54,52.36,entsoe.eu
2023-06-08,Lithuania,LT,206.69,256.56,72.96,57.89,entsoe.eu
2023-06-09,Lithuania,LT,135.43,183.45,77.57,63.52,entsoe.eu
2023-06-10,Lithuania,LT,69.95,113.36,85.01,72.28,entsoe.eu
2023-06-11,Lithuania,LT,80.89,126.8,84.41,69.26,entsoe.eu
2023-06-12,Lithuania,LT,149.21,192.69,80.14,63.26,entsoe.eu
2023-06-13,Lithuania,LT,210.56,255.38,75.07,58.14,entsoe.eu
2023-06-14,Lithuania,LT,214.84,273.34,64.95,48.04,entsoe.eu
